Text,CleanText,ProcessedText,IsToxic,split
I agree time for a race war.,i agree time for a race war,agree time race war,1,train
"""We been at war for 400 years"" please a war was started where three quarter of a million Americans died for you. Stop bitching",we been at war for years please a war was started where three quarter of a million americans died for you stop bitching,war year please war started three quarter million american died stop bitching,1,train
"they are weird white , under the pretext that the police officer is white must less risk than others , it would be a black police officer who would kill a white, it would have taken 20 years in prison.
not me , I may be white, but I am against this there is no white or black we are all equal",they are weird white under the pretext that the police officer is white must less risk than others it would be a black police officer who would kill a white it would have taken years in prison not me i may be white but i am against this there is no white or black we are all equal,weird white pretext police officer white must less risk others would black police officer would kill white would taken year prison may white white black equal,0,test
Crimes committed during a Riot should become a Federal Offence.  The Federal Government has the ability to build unlimited prisons.,crimes committed during a riot should become a federal offence the federal government has the ability to build unlimited prisons,crime committed riot become federal offence federal government ability build unlimited prison,0,test
Michael Brown was a THUG! God bless the Thin Blue Line!! I graduate from the police academy in December!,michael brown was a thug god bless the thin blue line i graduate from the police academy in december,michael brown thug god bless thin blue line graduate police academy december,1,train
"and what do the people see here,i can't even understand what they are saying,is this black America. is this good for the world to see,how do the people respect a race like this, when they see so much bad",and what do the people see herei cant even understand what they are sayingis this black america is this good for the world to seehow do the people respect a race like this when they see so much bad,people see herei cant even understand sayingis black america good world seehow people respect race like see much bad,1,train
THESE PEOPLE DID AS THEY SHOULDVE. WISH THEY WOULDVE LITERALLY BURNED THE ENTIRE CITY DOWN,these people did as they shouldve wish they wouldve literally burned the entire city down,people shouldve wish wouldve literally burned entire city,1,test
Lol! Look what it got them!,lol look what it got them,lol look got,0,train
"*Scrolls down in the comments to see a bunch of racist comments*
Me: Look! Trump Supporters!
*Sits patiently for the hate*





Ok seriously, a lot of people are saying this is wrong, which I say “Yeah, it kinda is” But people are saying “ It’s just because they’re black.”, think about all the African American people out there that are innocent and did nothing wrong.",scrolls down in the comments to see a bunch of racist comments me look trump supporters sits patiently for the hate ok seriously a lot of people are saying this is wrong which i say yeah it kinda is but people are saying it s just because they re black think about all the african american people out there that are innocent and did nothing wrong,scroll comment see bunch racist comment look trump supporter sits patiently hate ok seriously lot people saying wrong say yeah kinda people saying black think african american people innocent nothing wrong,0,train
3:40 someone get her some milk,someone get her some milk,someone get milk,0,train
"Must be nice looting, protesting, rioting, and burning stuff down in the middle of the night when you don't have to get up to go to work the next day",must be nice looting protesting rioting and burning stuff down in the middle of the night when you dont have to get up to go to work the next day,must nice looting protesting rioting burning stuff middle night dont get go work next day,1,test
Is it really that hard just to open fire,is it really that hard just to open fire,really hard open fire,1,train
"police shot 1 black guy , & then the blacks riot ,!! when a black shoot a black , what happens ?? ,,,,,,,,,,,,,, ?",police shot black guy then the blacks riot when a black shoot a black what happens,police shot black guy black riot black shoot black happens,0,test
Dirty mongrels!!!,dirty mongrels,dirty mongrel,1,train
National Guard should be called out at the hint of a riot.  The National Guard really spooks the rioters.,national guard should be called out at the hint of a riot the national guard really spooks the rioters,national guard called hint riot national guard really spook rioter,0,train
Now your tax dollars will get them a spanking new cop car 😔 ,now your tax dollars will get them a spanking new cop car,tax dollar get spanking new cop car,0,train
That police car was purposefully left for them to destroy and get their anger out instead of on more businesses. The cost for the destruction of that car will be passed off to state taxpayers.,that police car was purposefully left for them to destroy and get their anger out instead of on more businesses the cost for the destruction of that car will be passed off to state taxpayers,police car purposefully left destroy get anger instead business cost destruction car passed state taxpayer,0,test
95% of the policing problem being protested here is caused by black criminals.  Let's not forget to blame and address the elephant in the room.,of the policing problem being protested here is caused by black criminals lets not forget to blame and address the elephant in the room,policing problem protested caused black criminal let forget blame address elephant room,1,train
"Peace needs to be found on both sides. Be stubborn, be relentless, be peaceful. Don't go to work, sit on the steps of those in power for days and chant your concerns! ........................ “Fear is the path to the dark side. Fear leads to anger. Anger leads to hate. Hate leads to suffering.”- Yoda.............................. :)   <3",peace needs to be found on both sides be stubborn be relentless be peaceful dont go to work sit on the steps of those in power for days and chant your concerns fear is the path to the dark side fear leads to anger anger leads to hate hate leads to suffering yoda,peace need found side stubborn relentless peaceful dont go work sit step power day chant concern fear path dark side fear lead anger anger lead hate hate lead suffering yoda,0,train
For an inanimate object that police car was very resilient to getting completely flipped over and set on fire.,for an inanimate object that police car was very resilient to getting completely flipped over and set on fire,inanimate object police car resilient getting completely flipped set fire,0,train
I hate basterds like this but I would have been funny if they tried pushing more and it flipped back on top of a few of them. #Hacopcarcanstillfightback ,i hate basterds like this but i would have been funny if they tried pushing more and it flipped back on top of a few of them hacopcarcanstillfightback,hate basterds like would funny tried pushing flipped back top hacopcarcanstillfightback,1,test
Ferguson 2014: Protesters Flip Police Car | The New York Times,ferguson protesters flip police car the new york times,ferguson protester flip police car new york time,0,train
I wish the car flipped over and crushed the rioters,i wish the car flipped over and crushed the rioters,wish car flipped crushed rioter,1,test
It's only Ameland!,its only ameland,ameland,1,train
The cops need to look at the video and start arresting these people. ,the cops need to look at the video and start arresting these people,cop need look video start arresting people,0,train
Why do they only showed the violent protests,why do they only showed the violent protests,showed violent protest,0,train
"Good job guys, you just raised your own taxes!!",good job guys you just raised your own taxes,good job guy raised tax,0,test
"So your friend gets killed which that means your burn down your local homes and items
Seems correct",so your friend gets killed which that means your burn down your local homes and items seems correct,friend get killed mean burn local home item seems correct,1,train
My question is why they park that cruiser in front of the protesters 🤔🤔,my question is why they park that cruiser in front of the protesters,question park cruiser front protester,0,train
In the point they almost set a person on fire,in the point they almost set a person on fire,point almost set person fire,0,test
rip crown vic most durable car ever :(,rip crown vic most durable car ever,rip crown vic durable car ever,0,test
I hate it how people have to read everything for me. Because I can't read. Because I'm black.,i hate it how people have to read everything for me because i cant read because im black,hate people read everything cant read im black,1,test
"Everyone saying there is only black people there, there are white people, a white woman who got shot with a rubber bullet came out the next day and two of the black people where helping her walk.",everyone saying there is only black people there there are white people a white woman who got shot with a rubber bullet came out the next day and two of the black people where helping her walk,everyone saying black people white people white woman got shot rubber bullet came next day two black people helping walk,0,test
This was truly a tragedy..not only the death of the kid but they way that the city reacted!  This is not the way to get justice.  It only makes matters worse.  This is the Malcolm X way of handling things not the Dr. King way.,this was truly a tragedynot only the death of the kid but they way that the city reacted this is not the way to get justice it only makes matters worse this is the malcolm x way of handling things not the dr king way,truly tragedynot death kid way city reacted way get justice make matter worse malcolm x way handling thing dr king way,0,train
"Maybe I don't know the exact story and such , but from what I understood this is supposed to be a case of a grown man shooting a kid . This ain't supposed to be racial , you guys are letting in on your hate , whether you are anti black or anti white or w.e , and you seem to be forgetting what is going on here . A police officer shot an innocent kid . THAT'S IT . Want justice for THAT , not for your fckin race . The moment you pick a race , a side you have become a fckin joke . I dont give a rats ass about how many blacks have killed whites and vice versa , what I want to know is why the fck is that POLICE OFFICER walking it off free after emptying his motherfckin gun in a CHILD . ",maybe i dont know the exact story and such but from what i understood this is supposed to be a case of a grown man shooting a kid this aint supposed to be racial you guys are letting in on your hate whether you are anti black or anti white or we and you seem to be forgetting what is going on here a police officer shot an innocent kid thats it want justice for that not for your fckin race the moment you pick a race a side you have become a fckin joke i dont give a rats ass about how many blacks have killed whites and vice versa what i want to know is why the fck is that police officer walking it off free after emptying his motherfckin gun in a child,maybe dont know exact story understood supposed case grown man shooting kid aint supposed racial guy letting hate whether anti black anti white seem forgetting going police officer shot innocent kid thats want justice fckin race moment pick race side become fckin joke dont give rat as many black killed white vice versa want know fck police officer walking free emptying motherfckin gun child,1,train
"
Michael Brown deserved to die, he was intoxicated, aggressive and attempted to reach for a cops gun.",michael brown deserved to die he was intoxicated aggressive and attempted to reach for a cops gun,michael brown deserved die intoxicated aggressive attempted reach cop gun,1,test
"""I've experienced racism on both sides"" 
Then why are you being racist against whites?",ive experienced racism on both sides then why are you being racist against whites,ive experienced racism side racist white,0,train
"Muslims from the UK, are with our black brothers & Sisters in America. ",muslims from the uk are with our black brothers sisters in america,muslim uk black brother sister america,0,train
Kid was a hopeless piece of shit .. look at him bully the store owner. His bad decisions got his dumb ass shot and killed,kid was a hopeless piece of shit look at him bully the store owner his bad decisions got his dumb ass shot and killed,kid hopeless piece shit look bully store owner bad decision got dumb as shot killed,1,test
y'all racists as fuck. god please bless america,yall racists as fuck god please bless america,yall racist fuck god please bless america,1,train
Some people have seen Mississippi Burning way too many damn times.,some people have seen mississippi burning way too many damn times,people seen mississippi burning way many damn time,0,train
So many racist comments. I hate being white sometimes.,so many racist comments i hate being white sometimes,many racist comment hate white sometimes,0,train
Why the fuck do they need military police against civilians? It's like they just wanna bring out their new gear and dress up like a soldier and strut around in it trying to look tough. ,why the fuck do they need military police against civilians its like they just wanna bring out their new gear and dress up like a soldier and strut around in it trying to look tough,fuck need military police civilian like wan na bring new gear dress like soldier strut around trying look tough,0,train
don't let the Elite's divide and conquer tactics work on you!!! they want to keep us racially divided so we can never rise up against them ,dont let the elites divide and conquer tactics work on you they want to keep us racially divided so we can never rise up against them,dont let elite divide conquer tactic work want keep u racially divided never rise,1,train
What j=kind of bandana was that guy wearing? It was light up,what jkind of bandana was that guy wearing it was light up,jkind bandana guy wearing light,0,test
"Oh man, you thug life types...you're hilarious. Seriously, you're a fuckin' riot.

Look, take your three dollar pocket knife back to the pawnshop, pull up your pants, stop playing basstracks in some 80s Sedan with rims that cost more than the car itself and sit your ass back in the office where you belong.

The criminal life ain't for you.",oh man you thug life typesyoure hilarious seriously youre a fuckin riot look take your three dollar pocket knife back to the pawnshop pull up your pants stop playing basstracks in some s sedan with rims that cost more than the car itself and sit your ass back in the office where you belong the criminal life aint for you,oh man thug life typesyoure hilarious seriously youre fuckin riot look take three dollar pocket knife back pawnshop pull pant stop playing basstracks sedan rim cost car sit as back office belong criminal life aint,1,train
7:24 7:30 XDDDDDDDDDDDDDDDD,xdddddddddddddddd,xdddddddddddddddd,0,test
"The shooting had not one thing to do with him being black. Black people make it a black issue. Bottom line was a grown man robbed a store and ignored police orders. Why do people think its ok to protest on the behalf of a thug who has no respect for the law, yes it is a shame that it came to his death but if he hadnt have been a thief he would still be alive. I hear this bullshit about blacks gotta do what they gotta do, hard streets, from the streets....blah blah blah. you wear your hard living like a badge of honor but with no honor for this country, but hey lets go steal some cigarillos to make blunts, worsen what is already a ghetto, ",the shooting had not one thing to do with him being black black people make it a black issue bottom line was a grown man robbed a store and ignored police orders why do people think its ok to protest on the behalf of a thug who has no respect for the law yes it is a shame that it came to his death but if he hadnt have been a thief he would still be alive i hear this bullshit about blacks gotta do what they gotta do hard streets from the streetsblah blah blah you wear your hard living like a badge of honor but with no honor for this country but hey lets go steal some cigarillos to make blunts worsen what is already a ghetto,shooting one thing black black people make black issue bottom line grown man robbed store ignored police order people think ok protest behalf thug respect law yes shame came death hadnt thief would still alive hear bullshit black got ta got ta hard street streetsblah blah blah wear hard living like badge honor honor country hey let go steal cigarillo make blunts worsen already ghetto,1,train
Blacks get my prejudice easily,blacks get my prejudice easily,black get prejudice easily,1,train
"Remember that time every other race rioted because someone of their race got shot by a white cop after attacking the officer or waving a gun around?
Remember the huge riot last year when a 13 month old was shot in the head by 2 black kids?

Oh.",remember that time every other race rioted because someone of their race got shot by a white cop after attacking the officer or waving a gun around remember the huge riot last year when a month old was shot in the head by black kids oh,remember time every race rioted someone race got shot white cop attacking officer waving gun around remember huge riot last year month old shot head black kid oh,1,test
didnt he attack a police officer? and steal from a store? what did you expect? ,didnt he attack a police officer and steal from a store what did you expect,didnt attack police officer steal store expect,0,train
"0:10 legend has it that he is still yelling ""move""",legend has it that he is still yelling move,legend still yelling move,0,train
"Truth is. That the people need to realize and accept that Michael Browns actions brought him to the situation.
 The Bible says if justice is not served fast, do not put your justice and your own will. 
but people said 
""no justice, no peace""
 it's these words that awakes the Scriptures in my head. Deeply I can say that I cannot speak everything I wish to speak right now for it is too long. And I believe what I would say will come in its right time. ",truth is that the people need to realize and accept that michael browns actions brought him to the situation the bible says if justice is not served fast do not put your justice and your own will but people said no justice no peace its these words that awakes the scriptures in my head deeply i can say that i cannot speak everything i wish to speak right now for it is too long and i believe what i would say will come in its right time,truth people need realize accept michael brown action brought situation bible say justice served fast put justice people said justice peace word awakes scripture head deeply say speak everything wish speak right long believe would say come right time,0,train
Darude...............sand...storm.......,darudesandstorm,darudesandstorm,0,train
"Just finished the video....
Now to gaze upon the racists and bigots in the comment section. It'll make me glad i'm a human being.",just finished the video now to gaze upon the racists and bigots in the comment section itll make me glad im a human being,finished video gaze upon racist bigot comment section itll make glad im human,1,train
Everyone is saying Micheal brown deserved it but what about treyvon Martin and Eric garner ,everyone is saying micheal brown deserved it but what about treyvon martin and eric garner,everyone saying micheal brown deserved treyvon martin eric garner,0,train
"hmm , maybe theres more depth on the subject in the comment section.. nope just a bunch of degenerates.",hmm maybe theres more depth on the subject in the comment section nope just a bunch of degenerates,hmm maybe there depth subject comment section nope bunch degenerate,1,train
yall need to stop acting like mike brown is some innocent guy who never did nothing wrong ,yall need to stop acting like mike brown is some innocent guy who never did nothing wrong,yall need stop acting like mike brown innocent guy never nothing wrong,0,train
Not one pair of work boots was stolen in the ferguson riots.,not one pair of work boots was stolen in the ferguson riots,one pair work boot stolen ferguson riot,1,train
"Us police use ""peaceful ways"" That's why he needs a bulletproof vest and helmet.",us police use peaceful ways thats why he needs a bulletproof vest and helmet,u police use peaceful way thats need bulletproof vest helmet,0,test
"They don't want justice.  Here you see a mob mentality in action.  He's guilty no matter what the Grand Jury says, no matter what the evidence says, let's just hang him from the nearest tree.  What about the officers rights?   They need to learn to speak proper English and get a job.  Who's the bigger racest?  If a white crowd did that they would all be in jail.",they dont want justice here you see a mob mentality in action hes guilty no matter what the grand jury says no matter what the evidence says lets just hang him from the nearest tree what about the officers rights they need to learn to speak proper english and get a job whos the bigger racest if a white crowd did that they would all be in jail,dont want justice see mob mentality action he guilty matter grand jury say matter evidence say let hang nearest tree officer right need learn speak proper english get job who bigger racest white crowd would jail,1,train
Mike Brown was a criminal thug. Fuck him,mike brown was a criminal thug fuck him,mike brown criminal thug fuck,1,train
5:53 did you see that brick hit that white pig on his helmet. Lmao. Nice shot. Should of hit his face,did you see that brick hit that white pig on his helmet lmao nice shot should of hit his face,see brick hit white pig helmet lmao nice shot hit face,1,train
Fuck mo and kansas city,fuck mo and kansas city,fuck mo kansa city,1,train
If MLK saw this he'd cry.,if mlk saw this hed cry,mlk saw hed cry,0,train
"This isn't really a race issue, this is a police brutality issue. This is not the first time a cop like Darren Wilson wasn't sent to jail for what they did, a group of police officers shot and killed a homeless, white man just because he didn't want to leave the spot he had his home at. They shot him, attacked him with K9s, then shot bean bags at him long after he was dead. They even had it on camera and they didn't go to jail. There is a problem with our police and if we keep ignoring it then it will only get worse and worse. Don't try to make excuses for a bad police officers' behavior and be thankful to the ones that do their job right.",this isnt really a race issue this is a police brutality issue this is not the first time a cop like darren wilson wasnt sent to jail for what they did a group of police officers shot and killed a homeless white man just because he didnt want to leave the spot he had his home at they shot him attacked him with k s then shot bean bags at him long after he was dead they even had it on camera and they didnt go to jail there is a problem with our police and if we keep ignoring it then it will only get worse and worse dont try to make excuses for a bad police officers behavior and be thankful to the ones that do their job right,isnt really race issue police brutality issue first time cop like darren wilson wasnt sent jail group police officer shot killed homeless white man didnt want leave spot home shot attacked k shot bean bag long dead even camera didnt go jail problem police keep ignoring get worse worse dont try make excuse bad police officer behavior thankful one job right,0,train
"Every time he interviewed a person I noticed they all ""ghetto"" and can clearly see their education is that of a preschooler. Who ever protested and did all that incredible stupid stuff, Dr Martin Luther King jr would have been disappointed in all of you and I respect him. All the ignorant black people like always ruining things and then they say they didn't do anything and they are always the victims. Wake up stupids you guys aren't the only ones. You're just making America look stupid. ",every time he interviewed a person i noticed they all ghetto and can clearly see their education is that of a preschooler who ever protested and did all that incredible stupid stuff dr martin luther king jr would have been disappointed in all of you and i respect him all the ignorant black people like always ruining things and then they say they didnt do anything and they are always the victims wake up stupids you guys arent the only ones youre just making america look stupid,every time interviewed person noticed ghetto clearly see education preschooler ever protested incredible stupid stuff dr martin luther king jr would disappointed respect ignorant black people like always ruining thing say didnt anything always victim wake stupid guy arent one youre making america look stupid,1,train
The right to loot. The right to private property and the right to destroy public property.  You can play the victim card.  But nothing will change.  ,the right to loot the right to private property and the right to destroy public property you can play the victim card but nothing will change,right loot right private property right destroy public property play victim card nothing change,0,train
*Yes lets destroy someone else's property and ruin their day because we are mad at someone else. Take that Police!*     cunts.,yes lets destroy someone elses property and ruin their day because we are mad at someone else take that police cunts,yes let destroy someone elses property ruin day mad someone else take police cunt,1,train
lol at police in the begining.. sounds more like hes saying MOO then move .. but that cow i mean cop maybe feel more like a cop.. i mean cow ^^,lol at police in the begining sounds more like hes saying moo then move but that cow i mean cop maybe feel more like a cop i mean cow,lol police begining sound like he saying moo move cow mean cop maybe feel like cop mean cow,0,train
"Fergueson residents are stupid , they complain about crime and when the police shoots a criminal they get all emo and tell the police to leave while rioting , looting and destroying their own community. Where is the logic in this? I think they're just trolling srs.",fergueson residents are stupid they complain about crime and when the police shoots a criminal they get all emo and tell the police to leave while rioting looting and destroying their own community where is the logic in this i think theyre just trolling srs,fergueson resident stupid complain crime police shoot criminal get emo tell police leave rioting looting destroying community logic think theyre trolling sr,1,test
"So every time or don't agree with the police I'm going to go and burn down everything that has no relation to what I don't agree with and call it protesting. These people are so fucking stupid, it's as if we're de-evolving  ",so every time or dont agree with the police im going to go and burn down everything that has no relation to what i dont agree with and call it protesting these people are so fucking stupid its as if were deevolving,every time dont agree police im going go burn everything relation dont agree call protesting people fucking stupid deevolving,1,train
"Look people, black lives do matter just like white lives do just the same. Mike browns life was lawfully ended by a police officer that was being assaulted by Mike brown, the suspect aka Mr. Brown was a football player about 6ft 3 inches, not to mention was high on marijuana. The officer was 5 ft 11 inches and was only armed with a baton and a gun. Now after telling Mr brown to put his hands up witch all evidence shows he did not. He was shot while he was assaulting the officer. Now before you say well this and that. Why didn't the officer do this or that. Well unless you have been or are a police officer you can't say the officer did something stupid or should have done something else. This officer was being attacked by a man much larger than him. He didn't have time to stop and think hmmm maybe I shouldn't defend myself maybe I should let him kill me. ",look people black lives do matter just like white lives do just the same mike browns life was lawfully ended by a police officer that was being assaulted by mike brown the suspect aka mr brown was a football player about ft inches not to mention was high on marijuana the officer was ft inches and was only armed with a baton and a gun now after telling mr brown to put his hands up witch all evidence shows he did not he was shot while he was assaulting the officer now before you say well this and that why didnt the officer do this or that well unless you have been or are a police officer you cant say the officer did something stupid or should have done something else this officer was being attacked by a man much larger than him he didnt have time to stop and think hmmm maybe i shouldnt defend myself maybe i should let him kill me,look people black life matter like white life mike brown life lawfully ended police officer assaulted mike brown suspect aka mr brown football player ft inch mention high marijuana officer ft inch armed baton gun telling mr brown put hand witch evidence show shot assaulting officer say well didnt officer well unless police officer cant say officer something stupid done something else officer attacked man much larger didnt time stop think hmmm maybe shouldnt defend maybe let kill,0,train
Comments on a vice video are always so extrem (in this case obviously racist) I can't take them seriously ,comments on a vice video are always so extrem in this case obviously racist i cant take them seriously,comment vice video always extrem case obviously racist cant take seriously,0,test
"Over 450 people get killed by cops in the USA every year. If cop would kill so many in my country i would be on the streat an protest no matter if the dead man is white or black.
But in the comments here are so many white people that dont give a fuck about a dead black man.
I dont get it, every unnecessary dead should mater.",over people get killed by cops in the usa every year if cop would kill so many in my country i would be on the streat an protest no matter if the dead man is white or black but in the comments here are so many white people that dont give a fuck about a dead black man i dont get it every unnecessary dead should mater,people get killed cop usa every year cop would kill many country would streat protest matter dead man white black comment many white people dont give fuck dead black man dont get every unnecessary dead mater,1,train
"These people are stupid as fuck , they would't be doing this if they had work at 7am. These is their idea of fun because they're losers and have nothing better to do. Oh yeah and great work burning down that auto place no a few more people are unemployed and cannot provide for their family. Great work , all this because the police shot some criminal who happened to be black. These people are the definition of sheep , there in not one individual thinker among them. ",these people are stupid as fuck they wouldt be doing this if they had work at am these is their idea of fun because theyre losers and have nothing better to do oh yeah and great work burning down that auto place no a few more people are unemployed and cannot provide for their family great work all this because the police shot some criminal who happened to be black these people are the definition of sheep there in not one individual thinker among them,people stupid fuck wouldt work idea fun theyre loser nothing better oh yeah great work burning auto place people unemployed provide family great work police shot criminal happened black people definition sheep one individual thinker among,1,train
"I like how the begining, it was peaceful, and now even the fucking reporter is wearing armor XD",i like how the begining it was peaceful and now even the fucking reporter is wearing armor xd,like begining peaceful even fucking reporter wearing armor xd,1,test
put this in a civilians perspective two people get in a fight one gets shot the other goes to jail. but since he is a cop he was protecting him self. Micheal brown was shot 151 feet away from Daren Wilson`s patrol car so there is no way that he couldn't get him self out of that situation he continued the conflict between them two there was no reason to shoot him there where other options like pepper spray or his tazer.,put this in a civilians perspective two people get in a fight one gets shot the other goes to jail but since he is a cop he was protecting him self micheal brown was shot feet away from daren wilsons patrol car so there is no way that he couldnt get him self out of that situation he continued the conflict between them two there was no reason to shoot him there where other options like pepper spray or his tazer,put civilian perspective two people get fight one get shot go jail since cop protecting self micheal brown shot foot away daren wilson patrol car way couldnt get self situation continued conflict two reason shoot option like pepper spray tazer,0,train
7:28 Lost my shit to that GUY. lmao,lost my shit to that guy lmao,lost shit guy lmao,0,test
"I can't understand what the lady in 1:30 said... After going through some articles and videos about this shooting incident, I personally think this case is too exaggerated... The riot, looting, and other criminal activities they said ""caused"" by the grand jury decision are so fake. They did the crime because they saw opportunity of disintegration, then use the decision as their reason. ",i cant understand what the lady in said after going through some articles and videos about this shooting incident i personally think this case is too exaggerated the riot looting and other criminal activities they said caused by the grand jury decision are so fake they did the crime because they saw opportunity of disintegration then use the decision as their reason,cant understand lady said going article video shooting incident personally think case exaggerated riot looting criminal activity said caused grand jury decision fake crime saw opportunity disintegration use decision reason,0,test
The lady at 7:30. hahahaha,the lady at hahahaha,lady hahahaha,0,test
United Shits Of America is collapsing. this is good,united shits of america is collapsing this is good,united shit america collapsing good,1,train
"These people just don't get it, if you don't want to get shot don't act like a thug then threaten a police officer, just effin ridiculous.  Just an excuse to act like assholes...

Oh and good job destroying your own city.",these people just dont get it if you dont want to get shot dont act like a thug then threaten a police officer just effin ridiculous just an excuse to act like assholes oh and good job destroying your own city,people dont get dont want get shot dont act like thug threaten police officer effin ridiculous excuse act like asshole oh good job destroying city,1,train
Somebody pick up a gun and kill a cop already LA style ,somebody pick up a gun and kill a cop already la style,somebody pick gun kill cop already la style,1,train
"police dont try to shoot for legs, arms or other body parts to immobilize someone. every time an officer has to fire their weapon it's because they are using deadly force. they're trained to aim at centre mass, not for other parts of the body.",police dont try to shoot for legs arms or other body parts to immobilize someone every time an officer has to fire their weapon its because they are using deadly force theyre trained to aim at centre mass not for other parts of the body,police dont try shoot leg arm body part immobilize someone every time officer fire weapon using deadly force theyre trained aim centre mass part body,0,train
"im so sick of seeing racist comment. That a shame we still have rascim in 2015 ,,grow the fuck up people",im so sick of seeing racist comment that a shame we still have rascim in grow the fuck up people,im sick seeing racist comment shame still rascim grow fuck people,1,train
THE ONLY JUSTICE WE WILL GET IS IN THE STREET. AN EYE FOR AN EYE. YOU KILL US WE KILL YOU,the only justice we will get is in the street an eye for an eye you kill us we kill you,justice get street eye eye kill u kill,1,test
i like how blacks can be all racist against white ppl without consequences ... keep it up nice new world we live in keep it up,i like how blacks can be all racist against white ppl without consequences keep it up nice new world we live in keep it up,like black racist white ppl without consequence keep nice new world live keep,1,train
"I find it insane that black people always play the racist card over every single little issue between a coincidental white-black situation, when in most cases race has nothing to do with it.

Also, they say they want justice. . than why go around destroying private property and looting shops, how in their right mind would ask for justice and rob and destroy peoples lively hood at the same time.

It's as though these black communities think it is perfectly acceptable for a black person to kill a white cop but when the cop follows procedures and defends him self from a potential fatal attack they get angry . . yeah the black guy might not have had a firearm but could easily have had a knife or something. . why do they value other black people more than a white law enforcement officer. . life is equal and as such they should understand that the officer defended him self from an attack. . and yes it was an attack.    ",i find it insane that black people always play the racist card over every single little issue between a coincidental whiteblack situation when in most cases race has nothing to do with it also they say they want justice than why go around destroying private property and looting shops how in their right mind would ask for justice and rob and destroy peoples lively hood at the same time its as though these black communities think it is perfectly acceptable for a black person to kill a white cop but when the cop follows procedures and defends him self from a potential fatal attack they get angry yeah the black guy might not have had a firearm but could easily have had a knife or something why do they value other black people more than a white law enforcement officer life is equal and as such they should understand that the officer defended him self from an attack and yes it was an attack,find insane black people always play racist card every single little issue coincidental whiteblack situation case race nothing also say want justice go around destroying private property looting shop right mind would ask justice rob destroy people lively hood time though black community think perfectly acceptable black person kill white cop cop follows procedure defends self potential fatal attack get angry yeah black guy might firearm could easily knife something value black people white law enforcement officer life equal understand officer defended self attack yes attack,1,train
"Black lives matter 
White lives matter 
All lives matter",black lives matter white lives matter all lives matter,black life matter white life matter life matter,0,train
Cuumm dowww heeeeerrrr lol it's come down here. ,cuumm dowww heeeeerrrr lol its come down here,cuumm dowww heeeeerrrr lol come,0,train
don't get why the cops are armed for civil war ... machine guns against unarmed  civilians throwing bricks... fuck the united states. the people of america must free themselves from oppression !! ,dont get why the cops are armed for civil war machine guns against unarmed civilians throwing bricks fuck the united states the people of america must free themselves from oppression,dont get cop armed civil war machine gun unarmed civilian throwing brick fuck united state people america must free oppression,1,train
"I see all these signs, ""black lives matter!"", ""no parent should have to bury their child!"",""justice!"". I bet you they'd know the last three black person shot by a white cop, but if you ask them to name one person in the last hundred who was killed by another black person, not a damn clue. where are the marches and protests over that? you are far more likely to murdered by another black person who isn't a cop. that is a fact. fuck you sharpton. you are no cornell west.",i see all these signs black lives matter no parent should have to bury their childjustice i bet you theyd know the last three black person shot by a white cop but if you ask them to name one person in the last hundred who was killed by another black person not a damn clue where are the marches and protests over that you are far more likely to murdered by another black person who isnt a cop that is a fact fuck you sharpton you are no cornell west,see sign black life matter parent bury childjustice bet theyd know last three black person shot white cop ask name one person last hundred killed another black person damn clue march protest far likely murdered another black person isnt cop fact fuck sharpton cornell west,1,test
cops = pigs,cops pigs,cop pig,1,test
"I saw an article about many more cases that went pretty much the same as this one, but why is this particular one making such a big scene.",i saw an article about many more cases that went pretty much the same as this one but why is this particular one making such a big scene,saw article many case went pretty much one particular one making big scene,0,train
Why is the cop Mooing at people in the beginning?,why is the cop mooing at people in the beginning,cop mooing people beginning,0,train
"man, its all good that they fighting back just hope the minorities dont get rained on by these national guards. look at all those wepons. acting like its a war",man its all good that they fighting back just hope the minorities dont get rained on by these national guards look at all those wepons acting like its a war,man good fighting back hope minority dont get rained national guard look wepons acting like war,0,train
"Only 1 out of 11,000 cases presented to a grand jury doesn't return an indictment. Apparently, the militarized police state gunning down an unarmed teen is that 1 time. Unevolved racists used to hide behind white hoods, now they hide behind computer screens & police badges. ",only out of cases presented to a grand jury doesnt return an indictment apparently the militarized police state gunning down an unarmed teen is that time unevolved racists used to hide behind white hoods now they hide behind computer screens police badges,case presented grand jury doesnt return indictment apparently militarized police state gunning unarmed teen time unevolved racist used hide behind white hood hide behind computer screen police badge,1,train
Darren Wilson should have HAD to stand trial and PROVE he acted in self defense to a Jury in an OPEN Court of LAW just as George Zimmerman HAD to and did and Michael Dunn HAD to and couldn't.   A grand jury that operates in 'secret' cannot be trusted just as no government can be trusted that operates in secret.  ,darren wilson should have had to stand trial and prove he acted in self defense to a jury in an open court of law just as george zimmerman had to and did and michael dunn had to and couldnt a grand jury that operates in secret cannot be trusted just as no government can be trusted that operates in secret,darren wilson stand trial prove acted self defense jury open court law george zimmerman michael dunn couldnt grand jury operates secret trusted government trusted operates secret,0,train
It's all because he's black.,its all because hes black,he black,1,train
